theaterId,theaterName,theaterAddress,theaterCity,theaterState,screensTotal
975,George-Myers Cinemas,726 Powers Ranch,West Andrew,AS,20
976,Reese Group Cinemas,0299 Kayla Greens Apt. 688,Carlosborough,ID,20
977,Chavez Inc Cinemas,5235 Rodriguez Plains,South Alexburgh,TX,12
978,Miller and Sons Cinemas,1363 Anderson Park,Nicholasborough,IL,9
979,Jones-Contreras Cinemas,4902 Williams Way Suite 480,South Joshuaton,IA,12
980,Harris-Wright Cinemas,7812 Figueroa Parks,East Charles,MP,19
981,Fowler Group Cinemas,34862 Navarro Overpass,Hallchester,VI,13
982,Baxter PLC Cinemas,82856 Matthew Ports,Moyertown,NM,14
983,"Chapman, Ball and Patterson Cinemas",7067 Rachel Path,Port Laura,MN,7
984,Bennett and Sons Cinemas,223 Murphy Estate,South Erikastad,AL,18
985,Ryan-West Cinemas,469 Jessica Pike,North Tina,DC,6
986,Bradley-Novak Cinemas,984 Russell Rest,Kristatown,GA,8
987,Mcclain Inc Cinemas,93869 Romero Highway Apt. 495,Lake Christopherstad,NV,11
988,"Gardner, Ellis and Patrick Cinemas",715 Joe Plains,Westfort,ID,16
989,"Hammond, Douglas and Johnson Cinemas",6191 Simpson Place Suite 682,Wagnerberg,MP,15
990,Flores PLC Cinemas,0858 Raymond Ferry,West Brett,KY,6
991,Alvarado LLC Cinemas,9579 Anthony Crossing Apt. 482,Melissaview,KS,16
992,Villa Group Cinemas,632 Serrano Ridge Suite 232,Kristinebury,VI,4
993,Payne PLC Cinemas,6241 Lopez Trace,Jenniferfort,HI,12
994,Price-Schmitt Cinemas,9335 Garcia Wall,New Jenniferstad,MN,7
995,Lynn Group Cinemas,8509 Avila Trail Suite 430,West Courtney,DE,18
996,"English, Holloway and Jones Cinemas",9720 Adrienne Squares,Brandiview,WY,15
997,Miller LLC Cinemas,4154 Rodriguez Views,Jamesborough,VA,12
998,Diaz and Sons Cinemas,8136 York Cape Apt. 942,West Stephanieland,AZ,16
999,Thompson-Reyes Cinemas,987 Cassie Village,Port Timothy,KY,15
1000,Anderson-Kirk Cinemas,2258 Butler Islands Suite 787,Kennethburgh,DC,7
